date,open,high,low,close,adj_close,volume,ets,number_date,symb,secteur
2020-02-18,20.1,20.32,19.72,19.83,19.42,1153800,Levis,21,LEVI,textile
2020-03-17,0.99,0.99,0.89,0.94,0.94,7769710,Esprit,21,0330.HK,textile
2020-03-16,1.05,1.06,1,1,1,4258200,Esprit,21,0330.HK,textile
2020-03-13,1.06,1.07,1.02,1.07,1.07,4567619,Esprit,21,0330.HK,textile
2020-03-12,1.07,1.1,1.04,1.07,1.07,5151432,Esprit,21,0330.HK,textile
2020-03-11,1.15,1.15,1.1,1.1,1.1,2873598,Esprit,21,0330.HK,textile
2020-03-10,1.11,1.18,1.05,1.14,1.14,13061968,Esprit,21,0330.HK,textile
2020-03-09,1.25,1.27,1.15,1.15,1.15,7379434,Esprit,21,0330.HK,textile
2020-03-06,1.3,1.33,1.26,1.28,1.28,2389709,Esprit,21,0330.HK,textile
2020-03-05,1.33,1.34,1.32,1.32,1.32,4292762,Esprit,21,0330.HK,textile
2020-03-04,1.32,1.36,1.32,1.32,1.32,5471004,Esprit,21,0330.HK,textile
2020-03-03,1.34,1.35,1.33,1.33,1.33,6826445,Esprit,21,0330.HK,textile
2020-03-02,1.32,1.36,1.31,1.33,1.33,6121944,Esprit,21,0330.HK,textile
2020-02-28,1.38,1.38,1.3,1.3,1.3,9434304,Esprit,21,0330.HK,textile
2020-02-27,1.41,1.42,1.37,1.4,1.4,2428933,Esprit,21,0330.HK,textile
2020-02-26,1.37,1.41,1.37,1.37,1.37,2165599,Esprit,21,0330.HK,textile
2020-02-25,1.35,1.38,1.33,1.38,1.38,2014667,Esprit,21,0330.HK,textile
2020-02-24,1.38,1.4,1.35,1.35,1.35,1648172,Esprit,21,0330.HK,textile
2020-02-21,1.4,1.43,1.38,1.4,1.4,1883564,Esprit,21,0330.HK,textile
2020-02-20,1.38,1.45,1.35,1.42,1.42,4735855,Esprit,21,0330.HK,textile
2020-02-19,1.4,1.43,1.35,1.4,1.4,1890722,Esprit,21,0330.HK,textile
2020-02-18,1.39,1.43,1.38,1.4,1.4,4481129,Esprit,21,0330.HK,textile
2020-03-17,0.25,0.28,0.25,0.27,0.27,18400,Acura,21,ACUR,automobile
2020-03-16,0.38,0.38,0.31,0.31,0.31,5900,Acura,21,ACUR,automobile
2020-03-13,0.3,0.31,0.3,0.31,0.31,600,Acura,21,ACUR,automobile
2020-03-12,0.29,0.3,0.24,0.24,0.24,19800,Acura,21,ACUR,automobile
2020-03-11,0.4,0.4,0.21,0.34,0.34,9700,Acura,21,ACUR,automobile
2020-03-10,0.45,0.45,0.2,0.4,0.4,6500,Acura,21,ACUR,automobile
2020-03-09,0.27,0.29,0.12,0.25,0.25,40100,Acura,21,ACUR,automobile
2020-03-06,0.28,0.28,0.28,0.28,0.28,19800,Acura,21,ACUR,automobile
2020-03-05,0.28,0.32,0.28,0.32,0.32,3700,Acura,21,ACUR,automobile
2020-03-04,0.32,0.32,0.28,0.32,0.32,1300,Acura,21,ACUR,automobile
2020-03-03,0.28,0.32,0.28,0.32,0.32,3400,Acura,21,ACUR,automobile
2020-03-02,0.28,0.28,0.28,0.28,0.28,7000,Acura,21,ACUR,automobile
2020-02-28,0.28,0.28,0.28,0.28,0.28,,Acura,21,ACUR,automobile
2020-02-27,0.28,0.28,0.28,0.28,0.28,3000,Acura,21,ACUR,automobile
2020-02-26,0.28,0.31,0.28,0.3,0.3,6600,Acura,21,ACUR,automobile
2020-02-25,0.29,0.33,0.28,0.33,0.33,2400,Acura,21,ACUR,automobile
2020-02-24,0.3,0.34,0.28,0.34,0.34,12600,Acura,21,ACUR,automobile
2020-02-21,0.41,0.41,0.33,0.33,0.33,1100,Acura,21,ACUR,automobile
2020-02-20,0.3,0.3,0.3,0.3,0.3,2000,Acura,21,ACUR,automobile
2020-02-19,0.3,0.3,0.28,0.3,0.3,68400,Acura,21,ACUR,automobile
2020-02-18,0.33,0.35,0.27,0.28,0.28,20000,Acura,21,ACUR,automobile
2020-03-17,7.47,7.67,7.11,7.61,6.47,3599300,Stellantis,21,STLA,automobile
2020-03-16,7.91,8.47,7.65,7.86,6.69,5292500,Stellantis,21,STLA,automobile
2020-03-13,9.89,10.03,9.26,10.03,8.53,4629600,Stellantis,21,STLA,automobile
2020-03-12,9.95,9.99,8.6,8.99,7.65,8770300,Stellantis,21,STLA,automobile
2020-03-11,10.7,10.79,10.46,10.6,9.02,7516400,Stellantis,21,STLA,automobile
2020-03-10,10.86,11.02,10.53,11,9.36,3545300,Stellantis,21,STLA,automobile
2020-03-09,10.79,11,10.44,10.54,8.97,5678400,Stellantis,21,STLA,automobile
2020-03-06,11.84,11.98,11.71,11.83,10.07,5354500,Stellantis,21,STLA,automobile
2020-03-05,12.12,12.23,11.86,11.91,10.13,4189200,Stellantis,21,STLA,automobile
2020-03-04,12.21,12.4,12.1,12.38,10.53,4578200,Stellantis,21,STLA,automobile
2020-03-03,12.39,12.57,11.92,12,10.21,6979100,Stellantis,21,STLA,automobile
2020-03-02,12.16,12.38,11.92,12.34,10.5,6096600,Stellantis,21,STLA,automobile
2020-02-28,12.21,12.54,12.13,12.44,10.58,11497100,Stellantis,21,STLA,automobile
2020-02-27,12.55,12.87,12.36,12.36,10.52,10290400,Stellantis,21,STLA,automobile
2020-02-26,12.86,12.9,12.5,12.5,10.64,10291200,Stellantis,21,STLA,automobile
2020-02-25,12.33,12.35,11.94,11.96,10.18,7677600,Stellantis,21,STLA,automobile
2020-02-24,12.26,12.36,12.18,12.21,10.39,9285600,Stellantis,21,STLA,automobile
2020-02-21,13.19,13.2,13.04,13.1,11.15,1983900,Stellantis,21,STLA,automobile
2020-02-20,13.27,13.36,13.23,13.3,11.32,1655200,Stellantis,21,STLA,automobile
2020-02-19,13.22,13.27,13.2,13.21,11.24,1683500,Stellantis,21,STLA,automobile
2020-02-18,13.19,13.24,13.13,13.17,11.21,2076800,Stellantis,21,STLA,automobile
2020-03-17,15.4,16.62,14.5,15.99,15.09,4590776,Renault,21,RNO.PA,automobile
2020-03-16,15.76,16,12.77,14.55,13.73,7528370,Renault,21,RNO.PA,automobile
2020-03-13,17.69,18.75,16.28,16.7,15.76,5553592,Renault,21,RNO.PA,automobile
2020-03-12,20,20.17,16.33,16.33,15.41,5971586,Renault,21,RNO.PA,automobile
2020-03-11,20.92,21.86,20.45,20.92,19.74,3879789,Renault,21,RNO.PA,automobile
2020-03-10,20.35,22.17,19.85,20.22,19.09,5820733,Renault,21,RNO.PA,automobile
2020-03-09,21.06,21.07,19.66,19.66,18.56,4591776,Renault,21,RNO.PA,automobile
2020-03-06,22.53,23.65,21.97,23.4,22.09,4855200,Renault,21,RNO.PA,automobile
2020-03-05,25.34,25.34,23.1,23.17,21.86,3663884,Renault,21,RNO.PA,automobile
2020-03-04,25.19,25.49,24.75,25.06,23.65,2336167,Renault,21,RNO.PA,automobile
2020-03-03,26,26.21,24.77,25.04,23.63,4047839,Renault,21,RNO.PA,automobile
2020-03-02,26.96,27,25.14,25.64,24.2,3164206,Renault,21,RNO.PA,automobile
2020-02-28,26,26.69,25.23,26.5,25.01,4424368,Renault,21,RNO.PA,automobile
2020-02-27,28.35,28.59,27.02,27.23,25.7,3496946,Renault,21,RNO.PA,automobile
2020-02-26,28.5,29.68,28.14,29.08,27.45,3868151,Renault,21,RNO.PA,automobile
2020-02-25,29.73,29.94,28.53,28.74,27.12,2552141,Renault,21,RNO.PA,automobile
2020-02-24,30.75,30.93,29.31,29.58,27.92,3580073,Renault,21,RNO.PA,automobile
2020-02-21,32.49,32.79,31.32,31.68,29.91,2212207,Renault,21,RNO.PA,automobile
2020-02-20,31.59,33.01,31.22,32.66,30.83,3284420,Renault,21,RNO.PA,automobile
2020-02-19,30.94,31.86,30.16,31.72,29.94,4528431,Renault,21,RNO.PA,automobile
2020-02-18,32.51,32.8,30.9,30.94,29.21,4617724,Renault,21,RNO.PA,automobile
2020-03-17,115.61,119.71,113.7,118.89,113.26,743300,Toyota,21,TM,automobile
2020-03-16,110,112.51,108.01,108.5,103.36,409400,Toyota,21,TM,automobile
2020-03-13,117.18,117.27,111.59,116.23,110.73,448700,Toyota,21,TM,automobile
2020-03-12,118.78,118.78,111.48,112.2,106.89,536300,Toyota,21,TM,automobile
2020-03-11,125.16,126.23,122.61,122.79,116.98,565500,Toyota,21,TM,automobile
2020-03-10,126.29,127,123.24,126.99,120.98,462100,Toyota,21,TM,automobile
2020-03-09,122.6,125.69,122.24,122.79,116.98,435200,Toyota,21,TM,automobile
2020-03-06,127.42,127.88,126.2,127.11,121.09,292200,Toyota,21,TM,automobile
2020-03-05,129.5,129.83,128.8,129.2,123.08,401900,Toyota,21,TM,automobile
2020-03-04,129.5,131.99,129,131.85,125.61,244600,Toyota,21,TM,automobile
2020-03-03,132.45,133.99,130.02,130.95,124.75,289000,Toyota,21,TM,automobile
2020-03-02,131,132.98,130.14,132.71,126.43,264200,Toyota,21,TM,automobile
2020-02-28,128.85,130.8,128,130.75,124.56,367900,Toyota,21,TM,automobile
2020-02-27,133.16,133.73,131.23,131.4,125.18,304700,Toyota,21,TM,automobile
2020-02-26,135.2,136.28,134.62,135.13,128.73,316800,Toyota,21,TM,automobile
2020-02-25,136.26,136.26,133.3,134.03,127.68,317700,Toyota,21,TM,automobile
2020-02-24,135.12,135.31,134.01,134.49,128.12,398800,Toyota,21,TM,automobile
2020-02-21,139.3,139.81,138.64,139.04,132.46,150600,Toyota,21,TM,automobile
2020-02-20,138.63,139.41,138.24,139.11,132.52,241000,Toyota,21,TM,automobile
2020-02-19,137.63,138.68,137.52,137.84,131.31,315200,Toyota,21,TM,automobile
2020-02-18,139.06,140,138.58,139.38,132.78,275800,Toyota,21,TM,automobile
2020-03-17,1125,1125,1125,1125,1122.09,,Audi,21,AUDVF,automobile
2020-03-16,1125,1125,1125,1125,1122.09,,Audi,21,AUDVF,automobile
2020-03-13,1125,1125,1125,1125,1122.09,,Audi,21,AUDVF,automobile
2020-03-12,1125,1125,1125,1125,1122.09,,Audi,21,AUDVF,automobile
2020-03-11,1120,1125,1120,1125,1122.09,200,Audi,21,AUDVF,automobile
2020-03-10,1109,1113,1109,1113,1110.12,100,Audi,21,AUDVF,automobile
2020-03-09,1130.45,1130.45,1130.45,1130.45,1127.52,100,Audi,21,AUDVF,automobile
2020-03-06,1140.45,1140.45,1140.45,1140.45,1137.5,,Audi,21,AUDVF,automobile
2020-03-05,1140.45,1140.45,1140.45,1140.45,1137.5,,Audi,21,AUDVF,automobile
2020-03-04,1140.45,1140.45,1140.45,1140.45,1137.5,100,Audi,21,AUDVF,automobile
2020-03-03,1128.6,1128.6,1128.6,1128.6,1125.68,100,Audi,21,AUDVF,automobile
2020-03-02,1067.45,1067.45,1067.45,1067.45,1064.69,100,Audi,21,AUDVF,automobile
2020-02-28,890.5,1034.8,874,1034.8,1032.12,200,Audi,21,AUDVF,automobile
2020-02-27,905,905,900.9,900.9,898.57,100,Audi,21,AUDVF,automobile
2020-02-26,860.9,860.9,860.9,860.9,858.67,,Audi,21,AUDVF,automobile
2020-02-25,860.9,860.9,860.9,860.9,858.67,100,Audi,21,AUDVF,automobile
2020-02-24,903.2,903.2,903.2,903.2,900.86,,Audi,21,AUDVF,automobile
2020-02-21,901.05,915,901.05,915,912.63,100,Audi,21,AUDVF,automobile
2020-02-20,900.2,900.2,900.2,900.2,897.87,100,Audi,21,AUDVF,automobile
2020-02-19,903.55,903.55,903.55,903.55,901.21,,Audi,21,AUDVF,automobile
2020-02-18,903.55,903.55,903.55,903.55,901.21,,Audi,21,AUDVF,automobile
2020-03-17,0.66,0.66,0.66,0.66,0.4714,1800,Brillance,21,BCAUF,automobile
2020-03-16,0.67,0.68,0.67,0.67,0.4786,11200,Brillance,21,BCAUF,automobile
2020-03-13,0.8,0.8,0.8,0.8,0.5714,,Brillance,21,BCAUF,automobile
2020-03-12,0.79,0.8,0.79,0.8,0.5714,5000,Brillance,21,BCAUF,automobile
2020-03-11,0.86,0.86,0.86,0.86,0.6143,3600,Brillance,21,BCAUF,automobile
2020-03-10,0.81,0.81,0.81,0.81,0.5786,,Brillance,21,BCAUF,automobile
2020-03-09,0.83,0.83,0.8,0.81,0.5786,61400,Brillance,21,BCAUF,automobile
2020-03-06,0.86,0.86,0.86,0.86,0.6143,2500,Brillance,21,BCAUF,automobile
2020-03-05,0.86,0.86,0.86,0.86,0.6143,,Brillance,21,BCAUF,automobile
2020-03-04,0.86,0.86,0.86,0.86,0.6143,,Brillance,21,BCAUF,automobile
2020-03-03,0.86,0.86,0.86,0.86,0.6143,2500,Brillance,21,BCAUF,automobile
2020-03-02,0.88,0.88,0.88,0.88,0.6286,,Brillance,21,BCAUF,automobile
2020-02-28,0.88,0.88,0.88,0.88,0.6286,,Brillance,21,BCAUF,automobile
2020-02-27,0.88,0.88,0.88,0.88,0.6286,,Brillance,21,BCAUF,automobile
2020-02-26,0.91,0.91,0.88,0.88,0.6286,10800,Brillance,21,BCAUF,automobile
2020-02-25,0.89,0.92,0.89,0.89,0.6357,7200,Brillance,21,BCAUF,automobile
2020-02-24,0.88,0.88,0.88,0.88,0.6286,2000,Brillance,21,BCAUF,automobile
2020-02-21,0.94,0.94,0.94,0.94,0.6714,1000,Brillance,21,BCAUF,automobile
2020-02-20,0.95,0.95,0.95,0.95,0.6786,,Brillance,21,BCAUF,automobile
2020-02-19,0.98,0.98,0.95,0.95,0.6786,5100,Brillance,21,BCAUF,automobile
2020-02-18,0.93,0.93,0.93,0.93,0.6643,1900,Brillance,21,BCAUF,automobile
2020-03-17,5.3,5.6,5.07,5.23,4.546,27580251,Dongfeng,21,0489.HK,automobile
2020-03-16,5.6,5.7,5.41,5.5,4.781,17087199,Dongfeng,21,0489.HK,automobile
2020-03-13,5.68,5.84,5.56,5.74,4.99,35436982,Dongfeng,21,0489.HK,automobile
2020-03-12,6.09,6.12,5.89,6.02,5.233,19996908,Dongfeng,21,0489.HK,automobile
2020-03-11,6.2,6.3,6.14,6.16,5.355,14169706,Dongfeng,21,0489.HK,automobile
2020-03-10,5.63,6.28,5.63,6.19,5.381,34018703,Dongfeng,21,0489.HK,automobile
2020-03-09,5.86,5.86,5.67,5.76,5.007,11426599,Dongfeng,21,0489.HK,automobile
2020-03-06,6.11,6.11,5.98,5.98,5.198,15133923,Dongfeng,21,0489.HK,automobile
2020-03-05,6.08,6.22,6.03,6.16,5.355,6676077,Dongfeng,21,0489.HK,automobile
2020-03-04,6.18,6.22,6.03,6.07,5.276,13465342,Dongfeng,21,0489.HK,automobile
2020-03-03,6.27,6.37,6.2,6.21,5.398,7811791,Dongfeng,21,0489.HK,automobile
2020-03-02,6.2,6.29,6.14,6.27,5.45,11662614,Dongfeng,21,0489.HK,automobile
2020-02-28,6.15,6.26,6.07,6.16,5.355,16662111,Dongfeng,21,0489.HK,automobile
2020-02-27,6.39,6.39,6.28,6.34,5.511,15361828,Dongfeng,21,0489.HK,automobile
2020-02-26,6.45,6.58,6.29,6.46,5.615,11164257,Dongfeng,21,0489.HK,automobile
2020-02-25,6.5,6.61,6.15,6.56,5.702,10500200,Dongfeng,21,0489.HK,automobile
2020-02-24,6.58,6.63,6.4,6.58,5.72,9283336,Dongfeng,21,0489.HK,automobile
2020-02-21,6.56,6.75,6.5,6.67,5.798,13650000,Dongfeng,21,0489.HK,automobile
2020-02-20,6.5,6.59,6.42,6.57,5.711,7400093,Dongfeng,21,0489.HK,automobile
2020-02-19,6.59,6.59,6.42,6.51,5.659,7635548,Dongfeng,21,0489.HK,automobile
2020-02-18,6.6,6.63,6.43,6.52,5.668,15896166,Dongfeng,21,0489.HK,automobile
2020-03-17,139.01,139.97,133.06,136.61,135.01,1493700,Ferrari,21,RACE,automobile
2020-03-16,129.36,139.68,127.73,129.32,127.81,1404500,Ferrari,21,RACE,automobile
2020-03-13,143.93,143.93,132.67,142.28,140.62,789700,Ferrari,21,RACE,automobile
2020-03-12,132.95,134.91,128.24,129.99,128.47,1288900,Ferrari,21,RACE,automobile
2020-03-11,146.35,147.38,140.36,143.04,141.37,840300,Ferrari,21,RACE,automobile
2020-03-10,145.89,147.45,141.37,146.34,144.63,949900,Ferrari,21,RACE,automobile
2020-03-09,141.17,145.31,137.18,137.73,136.12,1259500,Ferrari,21,RACE,automobile
2020-03-06,152.27,153.29,149.3,152.18,150.4,855100,Ferrari,21,RACE,automobile
2020-03-05,155.61,157.25,153.12,154.19,152.39,630000,Ferrari,21,RACE,automobile
2020-03-04,157.58,160.65,155.54,160.38,158.51,624600,Ferrari,21,RACE,automobile
2020-03-03,161.21,163.58,156.12,156.73,154.9,528200,Ferrari,21,RACE,automobile
2020-03-02,156.36,161.46,154.64,161.21,159.33,566800,Ferrari,21,RACE,automobile
2020-02-28,154.11,158,152.51,157.75,155.91,1112200,Ferrari,21,RACE,automobile
2020-02-27,158.09,161.37,155.79,156.09,154.27,809300,Ferrari,21,RACE,automobile
2020-02-26,161.89,164.38,159.86,159.9,158.03,709200,Ferrari,21,RACE,automobile
2020-02-25,165,165.35,161.24,161.51,159.62,764600,Ferrari,21,RACE,automobile
2020-02-24,161.88,165.1,161.86,162.99,161.09,1189100,Ferrari,21,RACE,automobile
2020-02-21,176.33,176.33,172.7,172.9,170.88,446000,Ferrari,21,RACE,automobile
2020-02-20,178.97,179.89,176.82,177.85,175.77,487700,Ferrari,21,RACE,automobile
2020-02-19,180.36,180.95,178.94,179.21,177.12,443200,Ferrari,21,RACE,automobile
2020-02-18,176.63,178.91,176.61,177.67,175.6,498000,Ferrari,21,RACE,automobile
2020-03-17,5.08,5.14,4.7,5.01,4.96,104233500,Ford motor,21,F,automobile
2020-03-16,5.04,5.22,5,5.01,4.96,110310900,Ford motor,21,F,automobile
2020-03-13,5.87,5.9,5.12,5.63,5.57,125375300,Ford motor,21,F,automobile
2020-03-12,5.38,5.69,5.2,5.35,5.3,89453100,Ford motor,21,F,automobile
2020-03-11,6.06,6.11,5.88,5.9,5.84,98587100,Ford motor,21,F,automobile
2020-03-10,6.26,6.29,5.8,6.26,6.2,101873600,Ford motor,21,F,automobile
2020-03-09,5.97,6.14,5.87,5.9,5.84,103901700,Ford motor,21,F,automobile
2020-03-06,6.6,6.68,6.4,6.49,6.42,109932200,Ford motor,21,F,automobile
2020-03-05,6.96,6.97,6.71,6.74,6.67,78070900,Ford motor,21,F,automobile
2020-03-04,7.09,7.09,6.92,7.08,7.01,70588100,Ford motor,21,F,automobile
2020-03-03,7.29,7.34,6.89,6.97,6.9,97457800,Ford motor,21,F,automobile
2020-03-02,7.11,7.23,6.88,7.2,7.13,96766000,Ford motor,21,F,automobile
2020-02-28,6.84,6.96,6.67,6.96,6.89,116490700,Ford motor,21,F,automobile
2020-02-27,7.13,7.28,6.92,6.97,6.9,118642400,Ford motor,21,F,automobile
2020-02-26,7.3,7.46,7.21,7.21,7.14,92469500,Ford motor,21,F,automobile
2020-02-25,7.68,7.68,7.22,7.23,7.16,108888300,Ford motor,21,F,automobile
2020-02-24,7.7,7.72,7.55,7.57,7.49,110048200,Ford motor,21,F,automobile
2020-02-21,8.02,8.03,7.89,7.89,7.81,58326300,Ford motor,21,F,automobile
2020-02-20,8,8.07,7.99,8.03,7.95,52318200,Ford motor,21,F,automobile
2020-02-19,8.06,8.1,8,8,7.92,69668200,Ford motor,21,F,automobile
2020-02-18,8.12,8.15,8.02,8.06,7.98,65094800,Ford motor,21,F,automobile
2020-03-17,6.2,6.2,5.75,5.9,5.9,3100000,Evergrande,21,0708.HK,automobile
2020-03-16,6.49,6.62,6.2,6.25,6.25,1415000,Evergrande,21,0708.HK,automobile
2020-03-13,7,7,6.2,6.54,6.54,5230000,Evergrande,21,0708.HK,automobile
2020-03-12,7.29,7.3,7.01,7.15,7.15,2107000,Evergrande,21,0708.HK,automobile
2020-03-11,7.41,7.62,7.32,7.36,7.36,625000,Evergrande,21,0708.HK,automobile
2020-03-10,7.59,7.59,7.35,7.5,7.5,1125000,Evergrande,21,0708.HK,automobile
2020-03-09,7.87,7.87,7.4,7.57,7.57,1040000,Evergrande,21,0708.HK,automobile
2020-03-06,7.86,7.87,7.77,7.87,7.87,505000,Evergrande,21,0708.HK,automobile
2020-03-05,8.08,8.34,7.98,8,8,1622396,Evergrande,21,0708.HK,automobile
2020-03-04,8.03,8.03,7.93,7.96,7.96,525000,Evergrande,21,0708.HK,automobile
2020-03-03,8.18,8.2,8,8.02,8.02,470900,Evergrande,21,0708.HK,automobile
2020-03-02,7.94,8.2,7.94,8.18,8.18,716000,Evergrande,21,0708.HK,automobile
2020-02-28,8,8.09,7.83,7.94,7.94,1035000,Evergrande,21,0708.HK,automobile
2020-02-27,8.2,8.41,8.08,8.14,8.14,1595000,Evergrande,21,0708.HK,automobile
2020-02-26,7.58,8.21,7.55,8.12,8.12,1477400,Evergrande,21,0708.HK,automobile
2020-02-25,7.61,7.76,7.54,7.66,7.66,870000,Evergrande,21,0708.HK,automobile
2020-02-24,7.86,7.86,7.53,7.76,7.76,2005000,Evergrande,21,0708.HK,automobile
2020-02-21,7.99,8.1,7.84,7.9,7.9,630000,Evergrande,21,0708.HK,automobile
